t,frame,hx,hy,hz,hqw,hqx,hqy,hqz,b,rx,ry,rz,rqw,rqx,rqy,rqz,ax,ay,az,aqw,aqx,aqy,aqz,lag_x,lag_y,lag_z
3.8551,226,0.05777,-0.03269,-0.51829,0.78611,0.58836,0.06738,-0.17697,1,0.25833,0.04806,0.48044,-0.15828,0.38742,0.88780,-0.19151,0.25830,0.04806,0.47960,-0.16260,0.38680,0.88688,-0.19338,-0.02,0.00,-0.84
3.8719,227,0.05398,-0.04256,-0.52085,0.79581,0.57481,0.06926,-0.17745,1,0.25829,0.04796,0.48043,-0.15844,0.38742,0.88776,-0.19153,0.25825,0.04802,0.47946,-0.16397,0.38665,0.88658,-0.19388,-0.04,0.06,-0.96
3.8885,228,0.04996,-0.05197,-0.52268,0.80265,0.56601,0.06660,-0.17593,1,0.25822,0.04790,0.48038,-0.15874,0.38732,0.88774,-0.19160,0.25820,0.04798,0.47933,-0.16510,0.38683,0.88611,-0.19472,-0.01,0.09,-1.05
3.9053,229,0.04583,-0.06111,-0.52417,0.80892,0.55777,0.06552,-0.17390,1,0.25814,0.04782,0.48029,-0.15925,0.38721,0.88766,-0.19177,0.25815,0.04795,0.47919,-0.16626,0.38682,0.88571,-0.19559,0.01,0.13,-1.10
3.9222,230,0.03858,-0.07799,-0.52614,0.82049,0.54248,0.07451,-0.16421,1,0.25804,0.04777,0.48015,-0.16011,0.38720,0.88744,-0.19210,0.25810,0.04791,0.47905,-0.16727,0.38614,0.88562,-0.19643,0.06,0.14,-1.09
3.9388,231,0.03563,-0.08603,-0.52671,0.82537,0.53610,0.08136,-0.15733,1,0.25790,0.04775,0.48004,-0.16114,0.38718,0.88714,-0.19263,0.25805,0.04789,0.47891,-0.16798,0.38513,0.88575,-0.19727,0.15,0.14,-1.12
3.9566,232,0.03292,-0.09391,-0.52703,0.83006,0.52948,0.08670,-0.15213,1,0.25779,0.04781,0.47999,-0.16230,0.38698,0.88688,-0.19325,0.25800,0.04786,0.47878,-0.16885,0.38422,0.88579,-0.19808,0.21,0.05,-1.21
3.9724,233,0.02993,-0.10048,-0.52729,0.83412,0.52338,0.08889,-0.14971,1,0.25764,0.04788,0.47990,-0.16345,0.38672,0.88663,-0.19396,0.25795,0.04783,0.47864,-0.17000,0.38366,0.88564,-0.19885,0.31,-0.05,-1.26
3.9892,234,0.02697,-0.10719,-0.52714,0.83874,0.51566,0.08938,-0.15039,1,0.25750,0.04792,0.47976,-0.16452,0.38637,0.88640,-0.19478,0.25790,0.04781,0.47850,-0.17141,0.38357,0.88532,-0.19925,0.40,-0.11,-1.27
4.0058,235,0.02099,-0.11876,-0.52673,0.84728,0.50135,0.09242,-0.14910,1,0.25742,0.04794,0.47960,-0.16555,0.38584,0.88626,-0.19560,0.25785,0.04779,0.47836,-0.17275,0.38324,0.88508,-0.19979,0.43,-0.15,-1.25
4.0225,236,0.01815,-0.12461,-0.52608,0.85150,0.49396,0.09784,-0.14620,1,0.25737,0.04792,0.47943,-0.16663,0.38527,0.88616,-0.19628,0.25781,0.04777,0.47822,-0.17383,0.38238,0.88511,-0.20038,0.44,-0.16,-1.21
4.0393,237,0.01521,-0.13012,-0.52549,0.85534,0.48715,0.10412,-0.14226,1,0.25731,0.04781,0.47924,-0.16786,0.38477,0.88598,-0.19702,0.25776,0.04775,0.47807,-0.17477,0.38141,0.88520,-0.20102,0.45,-0.07,-1.16
4.0560,238,0.01245,-0.13547,-0.52480,0.85900,0.48054,0.11077,-0.13758,1,0.25728,0.04774,0.47905,-0.16910,0.38426,0.88581,-0.19770,0.25772,0.04773,0.47793,-0.17561,0.38038,0.88531,-0.20171,0.44,-0.01,-1.12
4.0727,239,0.00991,-0.14115,-0.52393,0.86276,0.47407,0.11695,-0.13125,1,0.25726,0.04769,0.47891,-0.17031,0.38373,0.88567,-0.19833,0.25767,0.04771,0.47779,-0.17634,0.37940,0.88540,-0.20257,0.41,0.03,-1.12
4.0895,240,0.00439,-0.15334,-0.52094,0.87196,0.45901,0.12801,-0.11227,1,0.25722,0.04764,0.47880,-0.17151,0.38312,0.88556,-0.19898,0.25718,0.04763,0.47866,-0.17205,0.38231,0.88557,-0.20001,-0.04,-0.01,-0.14
4.1062,241,0.00146,-0.15942,-0.51928,0.87545,0.45259,0.13505,-0.10251,1,0.25719,0.04759,0.47870,-0.17257,0.38246,0.88550,-0.19958,0.25714,0.04762,0.47852,-0.17253,0.38131,0.88568,-0.20101,-0.05,0.03,-0.18
4.1229,242,-0.00151,-0.16514,-0.51736,0.87745,0.44782,0.14573,-0.09110,1,0.25716,0.04755,0.47866,-0.17351,0.38172,0.88549,-0.20023,0.25710,0.04762,0.47837,-0.17273,0.38013,0.88595,-0.20188,-0.07,0.07,-0.29
4.1398,0,-0.00393,-0.17017,-0.51560,0.87757,0.44471,0.15978,-0.08110,1,0.25708,0.04752,0.47871,-0.17426,0.38104,0.88550,-0.20082,0.25706,0.04762,0.47823,-0.17280,0.37881,0.88637,-0.20246,-0.02,0.10,-0.48
4.1565,1,-0.00576,-0.17476,-0.51420,0.87548,0.44504,0.17341,-0.07346,1,0.25698,0.04751,0.47876,-0.17472,0.38048,0.88554,-0.20129,0.25702,0.04762,0.47808,-0.17257,0.37747,0.88691,-0.20280,0.04,0.11,-0.68
4.1731,2,-0.00873,-0.18346,-0.51190,0.87246,0.44561,0.18961,-0.06555,1,0.25692,0.04753,0.47880,-0.17473,0.38013,0.88562,-0.20163,0.25698,0.04763,0.47794,-0.17233,0.37613,0.88747,-0.20305,0.06,0.10,-0.86
4.1898,3,-0.01026,-0.18752,-0.51098,0.87397,0.44150,0.19249,-0.06492,1,0.25686,0.04757,0.47884,-0.17445,0.37976,0.88577,-0.20190,0.25694,0.04764,0.47780,-0.17277,0.37500,0.88781,-0.20330,0.08,0.06,-1.04
4.2066,4,-0.01121,-0.19167,-0.50996,0.87608,0.43707,0.19333,-0.06389,1,0.25684,0.04759,0.47885,-0.17396,0.37922,0.88606,-0.20205,0.25689,0.04764,0.47765,-0.17374,0.37427,0.88783,-0.20371,0.05,0.05,-1.20
4.2236,5,-0.01191,-0.19567,-0.50914,0.87783,0.43341,0.19425,-0.06201,1,0.25683,0.04759,0.47880,-0.17347,0.37848,0.88644,-0.20219,0.25685,0.04765,0.47751,-0.17487,0.37371,0.88766,-0.20450,0.02,0.06,-1.30
4.2400,6,-0.01229,-0.19946,-0.50859,0.87892,0.43095,0.19546,-0.05987,1,0.25682,0.04757,0.47869,-0.17316,0.37766,0.88681,-0.20237,0.25681,0.04766,0.47736,-0.17573,0.37292,0.88761,-0.20545,-0.00,0.09,-1.33
4.2567,7,-0.01216,-0.20641,-0.50837,0.88095,0.42671,0.19640,-0.05719,1,0.25681,0.04753,0.47854,-0.17307,0.37670,0.88718,-0.20260,0.25677,0.04767,0.47722,-0.17678,0.37236,0.88742,-0.20634,-0.04,0.14,-1.32
4.2735,8,-0.01168,-0.20950,-0.50846,0.88250,0.42396,0.19566,-0.05623,1,0.25675,0.04752,0.47834,-0.17334,0.37571,0.88747,-0.20295,0.25673,0.04768,0.47707,-0.17800,0.37240,0.88699,-0.20709,-0.02,0.16,-1.27
4.2903,9,-0.01106,-0.21245,-0.50862,0.88410,0.42088,0.19548,-0.05495,1,0.25669,0.04753,0.47818,-0.17371,0.37486,0.88764,-0.20347,0.25669,0.04769,0.47693,-0.17921,0.37218,0.88665,-0.20788,0.00,0.15,-1.25
4.3070,10,-0.01033,-0.21532,-0.50863,0.88556,0.41814,0.19515,-0.05348,1,0.25661,0.04756,0.47808,-0.17432,0.37407,0.88771,-0.20409,0.25665,0.04770,0.47679,-0.18033,0.37200,0.88628,-0.20879,0.04,0.13,-1.30
4.3242,11,-0.00833,-0.22070,-0.50828,0.88777,0.41375,0.19443,-0.05347,1,0.25645,0.04766,0.47795,-0.17516,0.37351,0.88761,-0.20483,0.25661,0.04771,0.47664,-0.18174,0.37203,0.88590,-0.20914,0.16,0.05,-1.31
4.3405,12,-0.00723,-0.22266,-0.50780,0.88754,0.41437,0.19359,-0.05567,1,0.25627,0.04775,0.47773,-0.17615,0.37308,0.88741,-0.20563,0.25657,0.04771,0.47650,-0.18268,0.37231,0.88563,-0.20898,0.30,-0.03,-1.24
4.3572,13,-0.00611,-0.22363,-0.50720,0.88636,0.41674,0.19271,-0.05969,1,0.25616,0.04779,0.47752,-0.17707,0.37280,0.88717,-0.20638,0.25653,0.04772,0.47635,-0.18305,0.37273,0.88552,-0.20837,0.38,-0.07,-1.17
4.3741,14,-0.00494,-0.22351,-0.50621,0.88389,0.42112,0.19251,-0.06589,1,0.25610,0.04779,0.47737,-0.17811,0.37253,0.88692,-0.20704,0.25649,0.04773,0.47621,-0.18283,0.37314,0.88563,-0.20736,0.40,-0.06,-1.16
4.3907,15,-0.00351,-0.22283,-0.50497,0.88065,0.42626,0.19317,-0.07382,1,0.25603,0.04779,0.47725,-0.17925,0.37237,0.88665,-0.20752,0.25645,0.04773,0.47607,-0.18227,0.37343,0.88593,-0.20604,0.42,-0.05,-1.18
4.4075,16,0.00013,-0.21918,-0.50214,0.87687,0.43048,0.19352,-0.09126,1,0.25597,0.04775,0.47709,-0.18035,0.37242,0.88636,-0.20773,0.25640,0.04774,0.47592,-0.18220,0.37379,0.88613,-0.20459,0.43,-0.01,-1.17
4.4242,17,0.00216,-0.21595,-0.49996,0.87470,0.43344,0.19231,-0.10019,1,0.25596,0.04767,0.47690,-0.18127,0.37264,0.88608,-0.20769,0.25635,0.04773,0.47578,-0.18200,0.37434,0.88625,-0.20322,0.39,0.07,-1.12
4.4407,18,0.00401,-0.21099,-0.49766,0.87172,0.43758,0.19222,-0.10808,0,0.25601,0.04760,0.47678,-0.18179,0.37285,0.88597,-0.20737,0.25635,0.04773,0.47578,-0.18200,0.37434,0.88625,-0.20322,0.35,0.13,-1.00
4.4574,19,0.00637,-0.20606,-0.49529,0.86601,0.44701,0.19288,-0.11405,0,0.25604,0.04760,0.47669,-0.18210,0.37313,0.88593,-0.20675,0.25635,0.04773,0.47578,-0.18200,0.37434,0.88625,-0.20322,0.31,0.13,-0.91
4.4741,20,0.00869,-0.19983,-0.49228,0.85703,0.46288,0.19295,-0.11838,0,0.25607,0.04761,0.47660,-0.18228,0.37346,0.88596,-0.20588,0.25635,0.04773,0.47578,-0.18200,0.37434,0.88625,-0.20322,0.29,0.12,-0.82
4.4908,21,0.01354,-0.18518,-0.48546,0.83710,0.49759,0.19069,-0.12369,0,0.25610,0.04763,0.47654,-0.18229,0.37371,0.88604,-0.20507,0.25635,0.04773,0.47578,-0.18200,0.37434,0.88625,-0.20322,0.26,0.10,-0.76
4.5076,22,0.01578,-0.17635,-0.48146,0.82753,0.51285,0.18893,-0.12840,0,0.25612,0.04766,0.47652,-0.18222,0.37389,0.88613,-0.20441,0.25635,0.04773,0.47578,-0.18200,0.37434,0.88625,-0.20322,0.23,0.07,-0.74
4.5243,23,0.01793,-0.16646,-0.47650,0.81726,0.52800,0.18680,-0.13569,0,0.25613,0.04768,0.47651,-0.18216,0.37402,0.88618,-0.20397,0.25635,0.04773,0.47578,-0.18200,0.37434,0.88625,-0.20322,0.23,0.05,-0.73
4.5410,24,0.01981,-0.15499,-0.47064,0.80366,0.54691,0.18504,-0.14418,0,0.25611,0.04772,0.47648,-0.18212,0.37414,0.88621,-0.20366,0.25635,0.04773,0.47578,-0.18200,0.37434,0.88625,-0.20322,0.24,0.01,-0.70
4.5578,25,0.02162,-0.14292,-0.46398,0.78668,0.56869,0.18482,-0.15350,0,0.25610,0.04775,0.47643,-0.18209,0.37422,0.88624,-0.20345,0.25635,0.04773,0.47578,-0.18200,0.37434,0.88625,-0.20322,0.26,-0.02,-0.65
4.5744,26,0.02654,-0.11711,-0.44760,0.74673,0.61674,0.18748,-0.16394,0,0.25609,0.04779,0.47638,-0.18205,0.37426,0.88625,-0.20332,0.25635,0.04773,0.47578,-0.18200,0.37434,0.88625,-0.20322,0.26,-0.05,-0.60
4.5912,27,0.02933,-0.10268,-0.43752,0.72280,0.64228,0.19018,-0.16991,0,0.25609,0.04781,0.47635,-0.18199,0.37428,0.88627,-0.20326,0.25635,0.04773,0.47578,-0.18200,0.37434,0.88625,-0.20322,0.27,-0.08,-0.56
4.6079,28,0.03178,-0.08788,-0.42511,0.69487,0.66964,0.19395,-0.17641,0,0.25608,0.04785,0.47633,-0.18194,0.37428,0.88629,-0.20320,0.25635,0.04773,0.47578,-0.18200,0.37434,0.88625,-0.20322,0.27,-0.11,-0.55
4.6247,29,0.03437,-0.07247,-0.41111,0.66157,0.69715,0.20569,-0.18437,0,0.25608,0.04785,0.47631,-0.18194,0.37430,0.88630,-0.20317,0.25635,0.04773,0.47578,-0.18200,0.37434,0.88625,-0.20322,0.28,-0.12,-0.53
4.6414,30,0.03759,-0.05776,-0.39616,0.62244,0.72425,0.22447,-0.19403,0,0.25608,0.04783,0.47628,-0.18196,0.37433,0.88629,-0.20313,0.25635,0.04773,0.47578,-0.18200,0.37434,0.88625,-0.20322,0.28,-0.10,-0.50
4.6581,31,0.04094,-0.04396,-0.38031,0.57947,0.74963,0.24676,-0.20340,0,0.25610,0.04778,0.47626,-0.18198,0.37435,0.88629,-0.20307,0.25635,0.04773,0.47578,-0.18200,0.37434,0.88625,-0.20322,0.26,-0.05,-0.48
4.6749,32,0.04838,-0.01886,-0.34511,0.47959,0.79675,0.29157,-0.22396,0,0.25613,0.04772,0.47626,-0.18201,0.37437,0.88629,-0.20300,0.25635,0.04773,0.47578,-0.18200,0.37434,0.88625,-0.20322,0.23,0.01,-0.48
4.6916,33,0.05235,-0.00825,-0.32640,0.41792,0.81687,0.31720,-0.23970,0,0.25614,0.04766,0.47626,-0.18206,0.37437,0.88629,-0.20295,0.25635,0.04773,0.47578,-0.18200,0.37434,0.88625,-0.20322,0.21,0.07,-0.48
4.7083,34,0.05612,0.00154,-0.30791,0.35565,0.82890,0.34708,-0.25686,0,0.25615,0.04763,0.47626,-0.18209,0.37437,0.88629,-0.20292,0.25635,0.04773,0.47578,-0.18200,0.37434,0.88625,-0.20322,0.20,0.10,-0.48
4.7250,35,0.06018,0.00994,-0.29106,0.29953,0.82972,0.38290,-0.27430,0,0.25616,0.04762,0.47626,-0.18210,0.37437,0.88629,-0.20291,0.25635,0.04773,0.47578,-0.18200,0.37434,0.88625,-0.20322,0.19,0.11,-0.48
4.7418,36,0.06682,0.02604,-0.26242,0.23906,0.81921,0.44001,-0.27952,0,0.25616,0.04763,0.47627,-0.18209,0.37435,0.88630,-0.20292,0.25635,0.04773,0.47578,-0.18200,0.37434,0.88625,-0.20322,0.19,0.10,-0.48
4.7585,37,0.06976,0.03193,-0.24932,0.21663,0.82953,0.44076,-0.26586,0,0.25616,0.04765,0.47627,-0.18206,0.37433,0.88631,-0.20294,0.25635,0.04773,0.47578,-0.18200,0.37434,0.88625,-0.20322,0.20,0.08,-0.49
4.7752,38,0.07154,0.04075,-0.23922,0.18699,0.83711,0.45439,-0.24046,0,0.25615,0.04768,0.47628,-0.18203,0.37432,0.88632,-0.20296,0.25635,0.04773,0.47578,-0.18200,0.37434,0.88625,-0.20322,0.21,0.06,-0.49
4.7920,39,0.07286,0.04722,-0.22995,0.17068,0.85320,0.44884,-0.20365,0,0.25614,0.04770,0.47628,-0.18200,0.37434,0.88631,-0.20299,0.25635,0.04773,0.47578,-0.18200,0.37434,0.88625,-0.20322,0.22,0.03,-0.50
4.8092,40,0.07481,0.05311,-0.22266,0.15770,0.86343,0.44842,-0.16894,1,0.25613,0.04772,0.47628,-0.18199,0.37434,0.88631,-0.20299,0.25613,0.04772,0.47628,-0.18199,0.37434,0.88631,-0.20299,0.00,-0.00,0.00
4.8257,41,0.07830,0.06571,-0.21331,0.12885,0.87001,0.45958,-0.12355,1,0.25612,0.04774,0.47628,-0.18199,0.37434,0.88631,-0.20299,0.25626,0.04766,0.47625,-0.18182,0.37367,0.88661,-0.20306,0.14,-0.08,-0.03
4.8426,42,0.07924,0.07263,-0.21082,0.11947,0.87576,0.45482,-0.10918,1,0.25612,0.04774,0.47630,-0.18196,0.37435,0.88631,-0.20300,0.25638,0.04757,0.47621,-0.18121,0.37270,0.88701,-0.20363,0.26,-0.17,-0.08
4.8592,43,0.07961,0.08048,-0.20961,0.12077,0.88169,0.44491,-0.10047,1,0.25609,0.04774,0.47636,-0.18194,0.37435,0.88631,-0.20300,0.25648,0.04747,0.47617,-0.18079,0.37208,0.88710,-0.20475,0.39,-0.26,-0.19
4.8759,44,0.08004,0.08867,-0.20981,0.13399,0.88613,0.43235,-0.09949,1,0.25607,0.04774,0.47642,-0.18193,0.37414,0.88641,-0.20300,0.25657,0.04737,0.47611,-0.18078,0.37201,0.88686,-0.20594,0.50,-0.37,-0.31
4.8926,45,0.08017,0.09736,-0.21125,0.15441,0.88830,0.42017,-0.10268,1,0.25609,0.04771,0.47649,-0.18182,0.37375,0.88657,-0.20308,0.25665,0.04726,0.47604,-0.18124,0.37242,0.88635,-0.20696,0.56,-0.45,-0.45
4.9094,46,0.08037,0.11321,-0.21810,0.18909,0.89528,0.38898,-0.10685,1,0.25613,0.04761,0.47658,-0.18162,0.37330,0.88673,-0.20340,0.25671,0.04715,0.47596,-0.18168,0.37308,0.88573,-0.20807,0.59,-0.46,-0.61
4.9262,47,0.08053,0.12118,-0.22294,0.20157,0.90012,0.37228,-0.10274,1,0.25618,0.04749,0.47662,-0.18141,0.37291,0.88682,-0.20389,0.25678,0.04704,0.47588,-0.18187,0.37341,0.88523,-0.20943,0.60,-0.45,-0.74
4.9429,48,0.08088,0.12946,-0.22946,0.21344,0.90471,0.35595,-0.09616,1,0.25626,0.04737,0.47662,-0.18125,0.37255,0.88685,-0.20458,0.25683,0.04694,0.47579,-0.18204,0.37357,0.88479,-0.21084,0.57,-0.43,-0.83
4.9597,49,0.08142,0.13787,-0.23706,0.22829,0.90709,0.34198,-0.09007,1,0.25630,0.04726,0.47657,-0.18118,0.37253,0.88666,-0.20548,0.25687,0.04683,0.47569,-0.18251,0.37373,0.88431,-0.21218,0.57,-0.43,-0.88
4.9764,50,0.08201,0.14648,-0.24532,0.24692,0.90742,0.32915,-0.08531,1,0.25629,0.04721,0.47650,-0.18124,0.37264,0.88638,-0.20646,0.25690,0.04673,0.47559,-0.18321,0.37395,0.88378,-0.21337,0.62,-0.49,-0.91
4.9932,51,0.08428,0.16396,-0.26327,0.28959,0.90754,0.29375,-0.07887,1,0.25627,0.04718,0.47639,-0.18137,0.37283,0.88601,-0.20759,0.25693,0.04662,0.47548,-0.18383,0.37432,0.88321,-0.21455,0.66,-0.56,-0.91
5.0099,52,0.08607,0.17271,-0.27282,0.31173,0.90744,0.27038,-0.07912,1,0.25625,0.04710,0.47630,-0.18158,0.37305,0.88559,-0.20878,0.25696,0.04653,0.47537,-0.18432,0.37489,0.88259,-0.21570,0.71,-0.57,-0.93
5.0266,53,0.08841,0.18087,-0.28257,0.33598,0.90500,0.24693,-0.08434,1,0.25624,0.04702,0.47619,-0.18189,0.37324,0.88517,-0.20996,0.25698,0.04644,0.47525,-0.18491,0.37560,0.88192,-0.21667,0.75,-0.58,-0.93
5.0433,54,0.09150,0.18857,-0.29254,0.36241,0.89894,0.22682,-0.09546,1,0.25623,0.04692,0.47609,-0.18223,0.37348,0.88473,-0.21107,0.25702,0.04635,0.47514,-0.18568,0.37641,0.88124,-0.21739,0.78,-0.57,-0.96
5.0600,55,0.09506,0.19502,-0.30283,0.39011,0.88900,0.21265,-0.11079,1,0.25624,0.04677,0.47601,-0.18266,0.37385,0.88421,-0.21222,0.25705,0.04626,0.47502,-0.18667,0.37721,0.88057,-0.21784,0.81,-0.51,-0.99
5.0767,56,0.10405,0.20600,-0.32423,0.43193,0.87157,0.19128,-0.13122,1,0.25627,0.04657,0.47591,-0.18322,0.37433,0.88365,-0.21324,0.25708,0.04618,0.47490,-0.18768,0.37796,0.87992,-0.21833,0.81,-0.39,-1.01
5.0935,57,0.10885,0.21016,-0.33556,0.44187,0.87022,0.17681,-0.12729,1,0.25629,0.04633,0.47578,-0.18387,0.37492,0.88303,-0.21421,0.25713,0.04609,0.47478,-0.18818,0.37852,0.87932,-0.21933,0.84,-0.24,-0.99
5.1102,58,0.11440,0.21353,-0.34730,0.45075,0.87017,0.16027,-0.11807,1,0.25633,0.04615,0.47566,-0.18451,0.37548,0.88246,-0.21501,0.25717,0.04601,0.47467,-0.18816,0.37875,0.87888,-0.22072,0.84,-0.14,-0.99
5.1269,59,0.12039,0.21675,-0.35886,0.46189,0.86793,0.14476,-0.11137,1,0.25637,0.04605,0.47557,-0.18523,0.37609,0.88186,-0.21579,0.25721,0.04593,0.47455,-0.18836,0.37904,0.87837,-0.22209,0.84,-0.12,-1.02
5.1437,60,0.12729,0.21953,-0.36989,0.47608,0.86343,0.12896,-0.10587,1,0.25637,0.04598,0.47548,-0.18593,0.37676,0.88122,-0.21665,0.25725,0.04585,0.47443,-0.18879,0.37935,0.87781,-0.22337,0.87,-0.14,-1.06
5.1604,61,0.14230,0.22266,-0.39012,0.50664,0.85027,0.09907,-0.10267,1,0.25638,0.04590,0.47538,-0.18655,0.37740,0.88057,-0.21763,0.25728,0.04576,0.47431,-0.18943,0.37980,0.87719,-0.22450,0.90,-0.13,-1.08
5.1771,62,0.15083,0.22293,-0.39967,0.51934,0.84455,0.08503,-0.09892,1,0.25640,0.04583,0.47528,-0.18702,0.37787,0.88003,-0.21861,0.25732,0.04568,0.47418,-0.18994,0.38017,0.87661,-0.22572,0.92,-0.15,-1.09
5.1939,63,0.15999,0.22213,-0.40901,0.52979,0.84015,0.06813,-0.09401,1,0.25644,0.04577,0.47517,-0.18745,0.37829,0.87948,-0.21972,0.25736,0.04561,0.47406,-0.19018,0.38063,0.87603,-0.22701,0.92,-0.17,-1.11
5.2106,64,0.16920,0.22075,-0.41789,0.53927,0.83533,0.05194,-0.09340,1,0.25646,0.04573,0.47506,-0.18786,0.37865,0.87896,-0.22083,0.25740,0.04553,0.47394,-0.19052,0.38130,0.87537,-0.22812,0.93,-0.20,-1.12
5.2273,65,0.17882,0.21930,-0.42628,0.55051,0.82847,0.03861,-0.09535,1,0.25648,0.04572,0.47492,-0.18827,0.37903,0.87840,-0.22206,0.25744,0.04545,0.47382,-0.19120,0.38195,0.87469,-0.22908,0.96,-0.27,-1.11
5.2441,66,0.19898,0.21414,-0.44116,0.57302,0.81331,0.01733,-0.09935,1,0.25649,0.04567,0.47478,-0.18867,0.37948,0.87780,-0.22331,0.25747,0.04537,0.47370,-0.19203,0.38250,0.87403,-0.22999,0.98,-0.30,-1.08
5.2610,67,0.20905,0.21076,-0.44866,0.58319,0.80678,0.00842,-0.09449,1,0.25653,0.04558,0.47464,-0.18909,0.37996,0.87720,-0.22449,0.25752,0.04529,0.47358,-0.19260,0.38262,0.87351,-0.23127,0.99,-0.28,-1.07
5.2777,68,0.21941,0.20734,-0.45555,0.59194,0.80142,-0.00251,-0.08565,1,0.25657,0.04545,0.47451,-0.18959,0.38049,0.87659,-0.22557,0.25756,0.04521,0.47346,-0.19281,0.38267,0.87307,-0.23268,0.99,-0.24,-1.06
5.2942,69,0.22976,0.20363,-0.46236,0.59822,0.79734,-0.01734,-0.07798,1,0.25661,0.04532,0.47440,-0.19013,0.38098,0.87600,-0.22655,0.25760,0.04513,0.47334,-0.19277,0.38303,0.87255,-0.23404,0.99,-0.19,-1.06
5.3110,70,0.23968,0.19960,-0.46879,0.60659,0.79069,-0.03339,-0.07575,1,0.25665,0.04519,0.47428,-0.19070,0.38145,0.87539,-0.22765,0.25764,0.04505,0.47322,-0.19311,0.38363,0.87190,-0.23520,0.99,-0.13,-1.06
5.3278,71,0.25769,0.19076,-0.48035,0.62730,0.77207,-0.06158,-0.08128,1,0.25667,0.04508,0.47417,-0.19119,0.38182,0.87481,-0.22884,0.25768,0.04497,0.47310,-0.19384,0.38429,0.87121,-0.23610,1.01,-0.11,-1.07
5.3446,72,0.26574,0.18525,-0.48586,0.63657,0.76317,-0.07213,-0.08460,1,0.25671,0.04501,0.47405,-0.19157,0.38220,0.87424,-0.23007,0.25773,0.04490,0.47297,-0.19472,0.38488,0.87053,-0.23692,1.02,-0.12,-1.08
5.3615,73,0.27308,0.17950,-0.49133,0.64468,0.75510,-0.08120,-0.08730,1,0.25675,0.04493,0.47392,-0.19196,0.38263,0.87364,-0.23128,0.25777,0.04482,0.47285,-0.19560,0.38545,0.86985,-0.23775,1.02,-0.11,-1.07
5.3782,74,0.27988,0.17318,-0.49653,0.65295,0.74670,-0.08980,-0.08961,1,0.25678,0.04484,0.47378,-0.19238,0.38308,0.87306,-0.23240,0.25782,0.04475,0.47273,-0.19651,0.38595,0.86919,-0.23861,1.04,-0.10,-1.05
5.3949,75,0.28618,0.16673,-0.50140,0.66074,0.73856,-0.09797,-0.09140,1,0.25681,0.04479,0.47363,-0.19287,0.38352,0.87246,-0.23351,0.25787,0.04467,0.47261,-0.19740,0.38644,0.86853,-0.23949,1.05,-0.12,-1.02
5.4115,76,0.29843,0.15356,-0.51050,0.67598,0.72221,-0.11622,-0.08923,1,0.25683,0.04479,0.47351,-0.19343,0.38398,0.87185,-0.23459,0.25791,0.04459,0.47249,-0.19808,0.38684,0.86789,-0.24060,1.08,-0.20,-1.02
5.4282,77,0.30377,0.14733,-0.51437,0.68348,0.71337,-0.12884,-0.08574,1,0.25685,0.04475,0.47340,-0.19405,0.38448,0.87123,-0.23555,0.25796,0.04452,0.47237,-0.19850,0.38730,0.86725,-0.24180,1.11,-0.23,-1.03
5.4449,78,0.30867,0.14089,-0.51773,0.69072,0.70421,-0.14136,-0.08374,1,0.25688,0.04465,0.47328,-0.19479,0.38503,0.87055,-0.23654,0.25801,0.04445,0.47225,-0.19900,0.38783,0.86659,-0.24293,1.13,-0.21,-1.03
5.4617,79,0.31255,0.13430,-0.52027,0.69686,0.69560,-0.15290,-0.08455,1,0.25692,0.04453,0.47317,-0.19552,0.38556,0.86989,-0.23751,0.25806,0.04438,0.47213,-0.19963,0.38848,0.86588,-0.24390,1.15,-0.15,-1.04
5.4784,80,0.31540,0.12772,-0.52257,0.70196,0.68814,-0.16097,-0.08831,1,0.25697,0.04441,0.47306,-0.19625,0.38606,0.86925,-0.23845,0.25811,0.04431,0.47200,-0.20054,0.38917,0.86517,-0.24457,1.15,-0.10,-1.05
5.4951,81,0.31803,0.11513,-0.52692,0.71036,0.67683,-0.16662,-0.09757,1,0.25703,0.04425,0.47297,-0.19688,0.38661,0.86860,-0.23939,0.25817,0.04424,0.47188,-0.20182,0.38959,0.86459,-0.24488,1.14,-0.01,-1.09
5.5119,82,0.31797,0.10960,-0.52861,0.71345,0.67422,-0.16468,-0.09642,1,0.25708,0.04407,0.47284,-0.19759,0.38718,0.86791,-0.24039,0.25822,0.04417,0.47176,-0.20292,0.38937,0.86429,-0.24538,1.14,0.10,-1.09
5.5286,83,0.31757,0.10420,-0.53006,0.71579,0.67314,-0.16160,-0.09169,1,0.25713,0.04397,0.47270,-0.19834,0.38770,0.86726,-0.24126,0.25827,0.04410,0.47163,-0.20349,0.38872,0.86427,-0.24601,1.14,0.14,-1.07
5.5453,84,0.31689,0.09905,-0.53110,0.71762,0.67324,-0.15702,-0.08438,1,0.25719,0.04388,0.47258,-0.19913,0.38817,0.86665,-0.24204,0.25832,0.04404,0.47151,-0.20344,0.38774,0.86454,-0.24666,1.13,0.16,-1.07
5.5620,85,0.31590,0.09459,-0.53185,0.71975,0.67274,-0.15336,-0.07654,1,0.25722,0.04380,0.47246,-0.20000,0.38855,0.86606,-0.24284,0.25837,0.04397,0.47139,-0.20300,0.38663,0.86490,-0.24750,1.15,0.17,-1.07
